PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	population	color	euro
TCGA-UY-A9PB	0.0078	0.004	0.0034	0.0063	2e-04	-0.0013	-7e-04	0.0071	0.0011	3e-04	TCGA	#BEBEBE80	TRUE
TCGA-UY-A9PE	0.0048	0.0041	0.0039	-0.0324	0.0062	0.0375	0.0046	-0.02	0.0037	0.0248	TCGA	#BEBEBE80	TRUE
TCGA-UY-A9PF	0.0074	0.0052	0.0039	1e-04	-0.0012	0.0025	0.001	0.0056	-0.0029	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-XF-A8HD	0.005	0.004	0.0048	-0.0326	0.0053	0.0359	0.004	-0.0147	0.0054	0.0159	TCGA	#BEBEBE80	TRUE
TCGA-XF-A8HF	0.0073	0.0045	0.0032	0.0035	0.0014	-9e-04	0.0025	0.0094	-0.0013	-0.0034	TCGA	#BEBEBE80	TRUE
TCGA-XF-A8HG	0.0067	0.0024	6e-04	0.0089	-0.0054	-0.0117	1e-04	-0.0396	-0.0013	-0.0084	TCGA	#BEBEBE80	TRUE
TCGA-XF-A8HH	0.0066	0.0035	-0.0021	0.0081	-0.0042	-0.0115	0.0029	-0.032	-9e-04	-0.005	TCGA	#BEBEBE80	TRUE
TCGA-XF-A8HI	0.0067	0.0052	0.0011	0.0053	-6e-04	-0.0024	-0.0015	0.0068	0.0012	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SJ	0.0082	0.0055	0.0023	0.0078	-9e-04	-0.0071	-1e-04	0.009	-0.0026	0.0148	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SL	0.0084	0.0047	0.0011	0.0058	-5e-04	-0.006	-0.0028	0.0113	0.0029	0.0041	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SV	0.0074	0.0041	0.0014	0.0049	-0.0035	-0.0071	4e-04	-0.0277	-0.0031	-0.0075	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SW	0.0083	0.0055	0.0012	0.0065	-0.0023	-0.0049	-3e-04	0.0086	0.0023	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SX	0.007	0.0051	0.0028	-3e-04	0.005	0.0066	0.0015	0.0055	0.0016	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SY	0.0081	0.0043	0.0013	0.0061	-0.0019	-0.0047	-2e-04	0.0116	0.0023	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9SZ	0.0064	0.005	0.0049	-0.0216	0.0059	0.0193	0.0013	-0.0021	-0.0022	-0.0074	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T0	0.0067	0.0019	-0.0125	0.0032	0.0037	-1e-04	-0.0015	-0.0023	-0.0032	4e-04	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T2	0.008	0.005	0.0013	0.0055	-2e-04	-0.0035	-0.0018	0.014	-2e-04	0.0084	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T3	0.0074	0.0052	0.0016	0.0082	-4e-04	-0.0059	-0.0019	0.0029	-0.0027	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T5	0.0084	0.0048	2e-04	0.0037	0.0018	-0.0014	-6e-04	0.004	9e-04	0.001	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T6	0.008	0.0047	0.0023	0.0052	0.0017	-0.0034	0.001	-1e-04	4e-04	0.001	TCGA	#BEBEBE80	TRUE
TCGA-XF-A9T8	0.0077	0.0039	-0.0026	0.0094	-2e-04	-0.0096	-0.0019	-0.0344	-0.0015	-0.0093	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAME	0.0048	0.0047	0.0055	-0.0319	0.0054	0.0332	0.0027	-0.0193	0.0038	0.0081	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMH	0.0051	0.0037	0.0053	-0.0377	-0.0053	0.028	-0.001	-7e-04	0.0014	-0.006	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAML	0.0076	0.0043	0.002	0.002	0.0013	9e-04	0.0028	0.006	0.0018	4e-04	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMQ	0.008	0.0047	0.0015	0.0055	-3e-04	-0.0051	1e-04	0.0072	0.0026	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMR	0.0069	0.0047	0.005	-0.0175	0.0058	0.0221	0.0034	-0.007	0.0056	-0.0124	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMT	0.0054	0.0043	0.0042	-0.0298	0.0102	0.0335	0.0026	-0.0164	0.007	0.0157	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMY	0.005	0.0039	0.0062	-0.0271	0.0062	0.0304	8e-04	-0.0146	0.007	0.0144	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAMZ	0.0049	0.0038	0.0057	-0.0335	0.0086	0.0344	5e-04	-0.0179	0.0034	0.0188	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN0	0.0071	0.0046	0.0043	-0.0049	0.0017	0.0061	0.0018	0.0022	4e-04	0.0115	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN2	0.0078	0.0048	2e-04	0.0025	-1e-04	-0.006	-0.0016	0.0073	-0.0019	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN3	0.0078	0.0049	0.0025	1e-04	0.0031	0.0041	0.0013	0.0077	0.0016	0.0012	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN4	0.0055	0.0047	0.006	-0.0244	0.0066	0.026	7e-04	0.002	0.0027	-0.009	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN5	0.0083	0.0048	0.0012	0.0056	3e-04	-0.0042	0.0013	0.0067	7e-04	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-XF-AAN7	0.0075	0.0044	3e-04	0.0053	-4e-04	-0.0028	-0.0017	0.0101	0.0031	0.0044	TCGA	#BEBEBE80	TRUE
TCGA-YC-A89H	0.0072	0.0048	0.0026	0.0051	5e-04	-0.0066	0.0028	-0.0042	0.0051	-0.0016	TCGA	#BEBEBE80	TRUE
TCGA-YC-A8S6	0.007	0.0048	6e-04	0.006	4e-04	-0.0019	-2e-04	0.0121	-0.0013	0.0081	TCGA	#BEBEBE80	TRUE
TCGA-YC-A9TC	0.0079	0.0052	0.0032	0.0081	0	-0.0044	0.0019	0.0085	-0.0023	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R0	0.0079	0.0046	0.0021	0.0059	0.0024	-0.004	0	0.0093	-0.001	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R1	0.0078	0.0042	0.0024	0.0054	-2e-04	-0.0034	-0.004	0.0119	0.0018	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R2	0.007	0.0046	-4e-04	0.0052	0.001	-0.0049	-0.0039	0.0077	-0.0024	0.0281	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R3	0.0075	0.0045	0.0033	0.0074	0.0014	-0.0035	0.0029	0.0143	0.0036	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R4	0.0081	0.0046	0.0028	0.0048	-9e-04	-0.0031	-0.0022	0.01	0.0034	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R5	0.0077	0.0048	0.003	0.0074	0.0014	-0.0048	2e-04	0.0083	0.0031	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R7	0.0077	0.0053	0.0016	0.0052	0.0011	-0.0028	-0.0015	0.0083	0.0021	0.0031	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9R9	0.0076	0.0056	7e-04	0.0065	5e-04	-0.0028	0.0016	0.0102	0.0013	0.0095	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RC	0.0075	0.0051	6e-04	0.0078	0.0016	-0.0049	0.0014	0.0087	-8e-04	0.0032	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RD	0.0076	0.0053	0.0023	0.0075	0.002	-0.0056	-4e-04	0.0069	0.0043	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RE	0.0078	0.0052	1e-04	0.0059	-0.0011	-0.0058	0	0.011	-8e-04	0.0141	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RF	0.0076	0.0047	0.0024	0.0054	-0.0013	-0.0039	-0.0021	0.0095	-0.0015	0.0102	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RL	0.0076	0.0051	0.0036	0.0064	0.001	-0.0072	7e-04	0.0079	-0.0027	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RM	0.0076	0.0048	0.001	0.0051	0.0012	-0.0052	-0.0015	0.0091	9e-04	0.0076	TCGA	#BEBEBE80	TRUE
TCGA-ZF-A9RN	0.0079	0.0047	0.0023	0.0054	-4e-04	-0.0051	-0.0014	0.0116	-7e-04	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4R	0.008	0.0042	0.0025	0.0073	0.0016	-0.0017	-0.0013	0.0094	-9e-04	0.0115	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4T	0.0083	0.0048	0.0025	0.0075	1e-04	-0.0067	-0.0028	0.0122	-0.0024	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4U	0.0083	0.0046	0.0011	0.0066	0.0024	-0.0022	8e-04	0.0108	1e-04	0.0083	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4V	0.0082	0.0048	0.0012	0.0048	3e-04	-0.0067	-0.0055	0.0093	-0.0018	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4W	0.008	0.0045	0.002	0.0071	0.0012	-0.0056	5e-04	0.0136	0.0011	0.007	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA4X	0.0078	0.0052	0.0027	0.0064	-0.0032	-0.0061	-0.0025	0.0106	0.0016	0.0069	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA51	0.007	0.0046	0.0032	-0.0079	0.0017	0.0098	-1e-04	0.0079	0.0015	-0.0072	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA52	0.008	0.0043	0.0013	0.0093	2e-04	-0.0084	-2e-04	0.0083	-0.004	0.0115	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA53	0.0083	0.0051	0.0034	0.0055	-5e-04	-0.0033	-0.0018	0.0047	-6e-04	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA54	0.0076	0.0043	0.0013	0.0062	0.0018	-0.0034	-0.003	0.0124	-0.0024	0.0136	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA56	0.0076	0.0051	2e-04	0.0062	1e-04	-0.0023	7e-04	0.0125	0.0012	0.0123	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA58	0.0077	0.0046	0.0028	0.0081	0.0014	-0.0039	-0.0034	0.0117	0.0022	0.0112	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA5H	0.0076	0.0052	0.0037	0.0077	-3e-04	-0.0025	4e-04	0.0133	-0.0018	0.0039	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA5N	0.0078	0.0051	0.0037	0.0047	0.0032	-0.0019	0.0015	0.0088	0.0011	0.0078	TCGA	#BEBEBE80	TRUE
TCGA-ZF-AA5P	0.0078	0.0045	0.0014	0.0047	-2e-04	-0.0057	-0.0024	0.01	0.0014	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-4H-AAAK	0.0071	0.0035	0.0011	0.0077	-3e-04	-0.0142	-2e-04	-0.0379	-9e-04	-0.0109	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SB	0.0068	0.0047	0.0019	0.0037	3e-04	-0.0047	0.0015	0.0058	-0.0011	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SE	0.0069	0.0044	8e-04	-0.0088	0.0069	0.0091	-7e-04	0.009	-0.0034	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SF	0.0048	0.0047	0.0052	-0.0302	0.0066	0.0377	0.0029	-0.0176	0.0022	0.0183	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SG	0.0066	0.0044	0.0049	-0.02	0.0019	0.0201	0.0017	-0.0105	-9e-04	-0.013	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SH	0.0081	0.0036	0.0027	0.0052	-0.0032	-0.006	-0.0031	-0.0385	0	-0.0076	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SI	0.0073	0.0047	0.0016	0.0067	0.0026	-0.0024	-0.0016	0.0079	0.0015	-4e-04	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SO	0.0074	0.0041	-0.0015	3e-04	-0.0013	0.001	0.0016	-0.0036	-9e-04	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-A1-A0SP	0.0073	0.0043	-1e-04	0.0043	0.003	-0.0043	-3e-04	0.0094	0.0022	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0CK	0.0077	0.0042	0.0029	0.0082	-0.0011	-0.0107	-0.0012	0.0016	0.0029	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0CO	0.0077	0.0051	0.004	0.0025	-3e-04	-0.0022	0.002	0.0101	9e-04	0.0012	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0CT	0.0081	0.0044	0.003	0.0056	5e-04	-0.0041	0.0011	0.0108	0.0054	-8e-04	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0EN	0.0075	0.0051	0.0021	0.0027	-0.0016	-0.001	-0.0011	0.0081	6e-04	0.011	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0ST	0.0082	0.0052	0.0019	0.0054	0.002	-0.0036	-0.0014	0.0143	-4e-04	0.0053	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0SU	0.0067	0.0051	0.0032	-0.0092	0.0015	0.0088	4e-04	3e-04	0.0043	-0.002	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0SV	0.0073	0.0051	0.0016	0.0054	0.0012	0.001	-5e-04	0.0085	0.0043	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0SW	0.0072	0.0044	0.0013	0.0045	-0.0043	-0.0054	-0.0015	-0.0239	6e-04	-0.0099	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0SX	0.0073	0.0039	0.0016	0.0095	-0.0036	-0.0058	6e-04	-0.0135	-0.0013	-8e-04	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0SY	0.0073	0.0054	0.0013	0.0048	0.001	-0.0022	0.0019	0.0109	0.001	0.0012	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0T0	0.0077	0.0043	0.0027	0.0025	0.0023	-0.001	0.001	0.0036	0.0012	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0T4	0.0075	0.0046	0.0014	0.003	-0.0017	-0.003	-0.0036	0.0054	-0.0038	2e-04	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0T6	0.0077	0.0058	0.0024	0.0042	0.0028	0.0011	0.0033	0.0095	7e-04	0.0101	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0T7	0.0073	0.0049	0.0013	0.0051	-8e-04	-0.0038	-1e-04	0.0069	-5e-04	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YC	0.0067	0.0049	0.003	0.0068	-1e-04	-0.008	-0.0023	0.0084	7e-04	0.021	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YD	0.0071	0.0048	0.0022	0.0017	0.0026	3e-04	5e-04	0.002	-1e-04	-6e-04	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YE	0.0071	0.005	0.0028	0.0037	0.0017	8e-04	8e-04	8e-04	-0.003	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YG	0.0078	0.0052	0.0022	0.0054	0.0015	2e-04	-1e-04	0.0032	0.0014	-0.0034	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YH	0.0076	0.0043	0.0035	0.0079	5e-04	-0.0038	0.0038	0.0074	-0.0014	0.0036	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YI	0.0083	0.0053	0.0018	0.0065	0.0032	-0.0038	-1e-04	0.0108	-5e-04	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YJ	0.0077	0.0043	4e-04	0.0075	0.0033	-0.0076	7e-04	0.0074	0.001	0.003	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YK	0.0076	0.005	0.0033	0.005	-1e-04	-0.0039	-0.0019	-0.0053	-0.0012	-0.0082	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YL	0.0073	0.0052	0.0026	0.0063	-0.0021	-0.004	0.0012	0.0029	-8e-04	0.0035	TCGA	#BEBEBE80	TRUE
TCGA-A2-A0YM	0.0074	0.0053	0.0035	0.0056	-2e-04	-0.0022	-0.002	0.0083	5e-04	-0.0017	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1FV	0.0075	0.0055	0.0025	-4e-04	5e-04	0.0014	-2e-04	-9e-04	0.0049	-0.0022	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1FW	0.0078	0.0044	0.0046	0.0035	8e-04	5e-04	-0.0012	0.0075	-0.0015	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1FX	0.0075	0.005	0.0041	-0.0019	0.0032	0.0012	2e-04	0.0048	0.0014	0.0086	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1FZ	0.0074	0.0046	0.0012	0.0037	-0.001	-0.0038	-0.0014	0.005	2e-04	0.0099	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1G0	0.0076	0.0046	0.0012	0.0059	0.0027	-3e-04	0.0018	0.0056	0.0012	0.0016	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1G1	0.0075	0.0038	0.0021	0.0035	-0.001	-0.0022	0	-0.0342	-0.0045	-0.0063	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1G4	0.0078	0.0047	0.0029	0.005	-3e-04	-0.0036	-5e-04	0.0136	0.0013	0.0051	TCGA	#BEBEBE80	TRUE
TCGA-A2-A1G6	0.0072	0.0047	0.0022	0.0023	-0.0021	-3e-04	0.0018	-0.0017	0	-0.0032	TCGA	#BEBEBE80	TRUE
TCGA-A2-A25A	0.0076	0.0047	0.002	0.0056	0.0017	-0.0039	0.0033	0.0082	0.0011	0.0039	TCGA	#BEBEBE80	TRUE
TCGA-A2-A25C	0.0079	0.0043	0.0028	0.0057	-3e-04	-0.0028	-4e-04	0.0097	-0.0017	0.0041	TCGA	#BEBEBE80	TRUE
TCGA-A2-A25D	0.0077	0.004	0.002	0.0053	-0.0015	-0.0048	0.0012	0.0027	-0.0014	0.0078	TCGA	#BEBEBE80	TRUE
TCGA-A2-A25F	0.0073	0.0046	0.0016	0.0044	6e-04	0.001	-0.0018	0.0119	-0.0011	0.0073	TCGA	#BEBEBE80	TRUE
TCGA-A2-A3KD	0.0078	0.0045	0.0018	0.0097	-0.0012	-0.0051	0.0019	0.013	0.0021	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-A2-A4RW	0.0072	0.0046	0.0022	0.0051	0.0026	-6e-04	-9e-04	0.01	5e-04	-0.0026	TCGA	#BEBEBE80	TRUE
TCGA-A2-A4RY	0.0075	0.0047	-1e-04	0.0057	6e-04	-0.0049	0	0.0053	0.001	0.0075	TCGA	#BEBEBE80	TRUE
TCGA-A2-A4S0	0.0063	0.0049	0.0029	-0.0095	0.0068	0.0094	0.0023	-0.0022	7e-04	-0.0016	TCGA	#BEBEBE80	TRUE
TCGA-A2-A4S1	0.008	0.0048	9e-04	0.0034	-9e-04	-0.0015	0.0052	0.0093	-0.0048	0.0025	TCGA	#BEBEBE80	TRUE
TCGA-A2-A4S2	0.0075	0.0044	0.0022	0.0024	-9e-04	-6e-04	-0.0019	0.008	-7e-04	0.0154	TCGA	#BEBEBE80	TRUE
TCGA-A7-A0D9	0.0072	0.0048	2e-04	-0.0035	0.0018	0.0033	-0.0044	0.0076	-8e-04	0.004	TCGA	#BEBEBE80	TRUE
TCGA-A7-A13E	0.0076	0.005	0.0023	0.0062	-6e-04	-0.0043	0.001	0.0067	5e-04	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-A7-A13H	0.0081	0.0052	0.0021	0.0043	0.0054	-9e-04	-0.001	0.009	0.0047	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-A7-A26F	0.0074	0.0046	0.0022	0.0073	9e-04	-0.0049	0.0022	0.0152	0.0022	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-A7-A26H	0.0078	0.004	0.0027	0.0074	0	-0.0072	5e-04	0.0106	-4e-04	0.0081	TCGA	#BEBEBE80	TRUE
TCGA-A7-A26I	0.0075	0.0047	0.0034	0.0063	0.0021	-0.0039	-0.001	-0.0172	0.0028	-0.0108	TCGA	#BEBEBE80	TRUE
TCGA-A7-A3IY	0.0077	0.0042	0.0042	0.0068	0.003	-0.0032	6e-04	0.0108	0.0018	0.0107	TCGA	#BEBEBE80	TRUE
TCGA-A7-A3IZ	0.0074	0.0051	0.0018	0.0021	-0.002	-2e-04	0.0012	0.0044	0.005	0.0024	TCGA	#BEBEBE80	TRUE
TCGA-A7-A3J0	0.0079	0.0046	0.0019	0.0059	0.0023	-0.0018	0.0018	0.0107	-0.0012	0.005	TCGA	#BEBEBE80	TRUE
TCGA-A7-A3J1	0.0078	0.0051	0.0012	0.0044	-9e-04	-0.0069	-0.0027	-0.0133	-0.0026	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-A7-A3RF	0.0074	0.0046	4e-04	0.0046	-6e-04	-0.0031	-0.003	0.0086	-0.0012	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-A7-A425	0.0081	0.0043	0.0025	0.006	-9e-04	-0.0041	-0.0017	0.0117	0.0015	0.0094	TCGA	#BEBEBE80	TRUE
TCGA-A7-A426	0.0074	0.0052	0.0021	0.0078	3e-04	-0.0036	-0.0013	0.017	0.0028	0.0102	TCGA	#BEBEBE80	TRUE
TCGA-A7-A4SA	0.0065	0.0042	0.0032	-0.0089	0.0015	0.0085	7e-04	-0.0157	0.0022	-0.0125	TCGA	#BEBEBE80	TRUE
TCGA-A7-A4SB	0.0079	0.0046	-1e-04	0.0048	9e-04	-0.003	-0.0011	0.01	-0.0014	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-A8-A075	0.0076	0.0045	0.0017	0.0092	-0.0015	-0.0062	-0.0029	-0.0071	-8e-04	0.0013	TCGA	#BEBEBE80	TRUE
TCGA-A8-A08O	0.0082	0.0051	0.0022	0.0066	-0.001	-0.0073	0.0019	-6e-04	-0.0014	0.0063	TCGA	#BEBEBE80	TRUE
TCGA-A8-A0A6	0.0074	0.0042	8e-04	0.008	-0.0028	-0.0096	-1e-04	-0.004	-0.001	-0.0024	TCGA	#BEBEBE80	TRUE
TCGA-A8-A0AD	0.0081	0.0048	0.0013	0.0077	6e-04	-0.0066	0	6e-04	-0.0046	0.0084	TCGA	#BEBEBE80	TRUE
TCGA-AC-A23C	0.0074	0.0041	0.0026	0.0024	-8e-04	-0.0027	-0.0024	-0.0339	3e-04	-0.0082	TCGA	#BEBEBE80	TRUE
TCGA-AC-A23E	0.0078	0.0043	0.0027	0.0078	-0.0014	-0.008	-4e-04	-0.0437	-0.0023	-0.0117	TCGA	#BEBEBE80	TRUE
TCGA-AC-A2B8	0.0081	0.0049	-2e-04	0.0042	7e-04	-0.0031	-0.0015	0.0034	0.0029	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-AC-A2QH	0.0079	0.0051	0.0025	0.0044	-0.0014	-0.002	-0.0018	0.0116	7e-04	0.0023	TCGA	#BEBEBE80	TRUE
TCGA-AC-A2QI	0.008	0.0049	0.0024	0.0033	6e-04	-0.0065	0.0014	0.0063	0.0018	0.0075	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3HN	0.0062	0.0052	-3e-04	0.007	0.0035	-0.0013	-0.0029	0.0089	0.0012	0.0075	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3OD	0.0083	0.0049	0.0032	0.0071	4e-04	-0.004	2e-04	0.012	0.0011	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3QP	0.0073	0.0045	0.0048	0.0035	-8e-04	-0.0033	0.0022	-0.0277	0.0019	-0.0065	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3TN	0.0078	0.0055	9e-04	0.0062	-3e-04	-0.0041	8e-04	0.011	4e-04	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3YI	0.0075	0.0045	0.0013	0.003	-3e-04	-0.002	8e-04	0.0066	-0.002	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-AC-A3YJ	0.0072	0.0048	0.003	5e-04	0.0019	0.0018	0.002	-4e-04	0.0029	6e-04	TCGA	#BEBEBE80	TRUE
TCGA-AC-A6IX	0.0076	0.0047	0.0016	0.0056	3e-04	-0.0046	-0.0019	-0.0111	1e-04	-0.0056	TCGA	#BEBEBE80	TRUE
TCGA-AC-A7VC	0.0073	0.0055	0.0023	-0.0011	0.0035	7e-04	-0.0025	0.007	1e-04	0.0028	TCGA	#BEBEBE80	TRUE
TCGA-AC-A8OR	0.0076	0.0045	0.0011	0.0049	2e-04	-0.0038	0.001	0.0097	9e-04	0.005	TCGA	#BEBEBE80	TRUE
TCGA-AC-A8OS	0.0075	0.0046	0.0023	0.0075	0.0014	-0.0033	-7e-04	0.0103	0.0032	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XL	0.0078	0.0023	7e-04	0.0111	-0.0065	-0.014	4e-04	-0.0414	8e-04	-0.007	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XN	0.0077	0.004	0.0021	0.0094	-0.0031	-0.0105	7e-04	-0.0425	-0.0011	-0.0116	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XO	0.0075	0.0028	5e-04	0.0092	-0.0015	-0.0088	0.0025	-0.038	-0.0011	-0.0098	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XR	0.0082	0.0033	4e-04	0.0067	-0.0029	-0.0092	0.0013	-0.0391	-0.0034	-0.0103	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XS	0.0075	0.0018	-8e-04	0.0111	-0.0022	-0.0141	6e-04	-0.0342	-0.0014	0.0018	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XT	0.0064	0.0021	-0.002	0.0123	-0.0025	-0.0133	8e-04	-0.039	-0.005	3e-04	TCGA	#BEBEBE80	TRUE
TCGA-AN-A0XV	0.0075	0.0032	-0.001	0.0084	-0.0039	-0.0112	-1e-04	-0.0405	-0.0035	-0.0057	TCGA	#BEBEBE80	TRUE
TCGA-AO-A03M	0.0078	0.0051	0.0032	0.009	-0.0016	-0.0053	-0.0025	0.0126	0.001	0.0094	TCGA	#BEBEBE80	TRUE
TCGA-AO-A03N	0.0065	0.0044	0.0018	-0.0085	0.0019	0.0092	-0.0016	0.0103	-0.0019	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-AO-A03U	0.0082	0.0047	4e-04	0.008	-1e-04	-0.0034	1e-04	0.0148	-0.0018	0.0139	TCGA	#BEBEBE80	TRUE
TCGA-AO-A0JC	0.0064	0.0045	0.0049	-0.0101	8e-04	0.0099	-0.0014	-2e-04	0.0024	-0.0061	TCGA	#BEBEBE80	TRUE
TCGA-AO-A0JD	0.0076	0.0037	0.002	0.0045	-0.0042	-0.0026	0	-0.0315	-0.0015	-0.0078	TCGA	#BEBEBE80	TRUE
TCGA-AO-A0JF	0.0077	0.0047	0.0021	0.0068	0.002	-0.0056	-0.0031	0.0152	-0.0011	0.0091	TCGA	#BEBEBE80	TRUE
